x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,F1,F2
0.33017639549099437,0.6616554358545227,0.42217903650985716,0.4841679475122187,0.23949677830172655,0.6275945865133086,0.6792407887261068,0.2883512444334314,0.5132347719355308,0.36616359248212904,0.17473731096213857,0.3627733245491582,0.4149748166647497,0.4282796281621224,0.597734734276983,0.3288752693112463,0.5943502588574796,1.0,0.6547322449245521,0.33177826274950434,0.349376273338736,0.4625569577331158,0.6179122826306067,0.305986936827967,0.36462240757955805,0.6008620960520348,0.338813680206397,0.32108728301592115,0.3322671798476414,0.15827801906515804,0.15771417864585754,0.4894883497810289,0.22551920941339523,0.3846742088690884,0.9228349647472497,0.4394168868426496,0.3442669745957746,0.3888749119946646,0.40544075120739737,0.4310721913070968,0.4384709578016344,0.2549282140879134,0.6893927892066177,0.3283562317674157,0.3519336650455237,43.38240592006084,32.017084886448174,37.0587959004001,64.79339255594698,57.16146165085692,40.54798597656841,61.8536715528769,40.101266608355246,13.159016857055262,22.581863020331312,48.988043113592276,36.14756096049231,68.72582427755982,58.80873348869267,38.222907024913525,37.36097486017935,19.508948151407242,53.81807823598052,53.47987392372865,76.77875024939081,11626,1089.0
0.4799212671438587,0.5524901776629264,0.5350625677502838,0.368885386535696,0.14254608957725676,0.5576011339634914,0.04282891402938955,0.33578636098726844,0.6416402254567353,0.27951641639289704,0.0,0.2020902859707281,0.46223435935956475,0.20317394493158952,0.39191631203288635,0.22192146722751221,0.14960147057288234,0.7494777034205642,0.5532221479190225,0.5312744639207359,0.369412955323027,0.3970231485268743,0.21778880688712632,0.0,0.5353960788547077,0.6097845786710276,0.22708835805023866,0.21563086053192468,0.3853556623642518,0.28382993657182,0.0,0.14511691455107195,0.13404821523715207,0.33449524076039616,0.6526516553555722,0.3538771967776422,0.26647126341698896,0.43718547833195354,0.47633785271660006,0.26542447669567554,0.23737040719745617,0.24081506209940884,0.6411931831360105,0.4613738366280802,0.39874068411304037,40.49321038553153,65.60629059423559,44.96491960916444,36.988802078529,62.442420388869074,39.131671116871225,20.54935598140847,45.51420990507837,51.878328942225835,34.914063750441166,18.043364611616,36.133929157896034,28.182021771788882,15.432995647923939,25.52782635296849,30.698023867434898,19.014125675474205,0.0,24.660755822871963,7.198282469676537,11626,1089.0
0.4773831901177308,0.7226483244354233,0.36897321817448747,0.37483715674723167,0.33936139886592037,0.8570479050134567,0.5388254575121278,0.49558727766187827,0.2071697585194808,0.4000866536805977,0.2397348062516202,0.45939119166642134,0.5782873302061462,0.15751902909196455,0.48851831239942445,0.4840958251956204,0.3771500268151048,0.3504657087711483,0.6588534578141189,0.5314550560819057,0.39338731646963365,0.4734458458744488,1.0,0.1963539603072368,0.5948039512156115,0.30215900009223573,0.46168193214433917,0.592165905941777,0.2504938619718641,0.43349185099084747,0.33384981583476536,0.4368197650326153,0.4431097408571932,0.6293583653019672,0.4690396860384026,0.47901398754038915,0.23837878101684631,0.48340633528435883,0.46368395027080916,0.30932451879742917,0.5459796286427693,0.20976346084170794,0.43986221723630625,0.2988359738385147,0.4238970705704208,47.37741547018692,77.35979344589208,64.87353033313735,44.96499079485378,44.68189475418229,42.336374500937055,62.516797180438935,70.83826844160069,39.31664989880541,100.0,53.610659875454324,29.405853039812207,58.245719679455156,47.90159027556972,45.3886399969353,24.88521704123643,63.89352907906479,31.035925115746473,54.18761456643789,60.778434969577944,10921,1090.0
0.4362731421483844,0.5361564981189134,0.4713468537033509,0.341735242428874,0.26648845631217083,0.7011224834190748,0.6007335682902283,0.5753904825795685,0.7233622541742801,0.4294793209264525,0.14572348916137412,0.3651765665927267,0.6070027307448788,0.8552460407215594,0.4236845204330627,0.15089672430148518,0.2599225611680378,0.38745653529811036,0.427876464295674,0.30523092988723355,0.32679014849436955,0.38491281719274845,0.31739756310887074,0.2570293836224926,0.43607512290635203,0.6985423862185391,0.30633249222598735,0.26684378170272033,0.41289015068551904,0.27944293486587823,0.2116853209900248,0.15490038926873106,0.2417640265410395,0.17641572181288961,0.599208011838653,0.09764817960160241,0.24781012416376763,0.75451884690012,0.297591820633167,0.22542896126760767,0.42269113872765846,0.2101574367291846,0.2972096085114806,0.661745244740476,0.21236984470584735,29.908622441319725,58.397392906991215,25.389288146567893,40.486320341050686,56.196993289239,61.235071563759874,39.89813096659353,53.12248974965303,26.68622209017826,30.55851699227056,70.11672087300369,48.16104460052886,43.302185264870346,95.674351622285,79.12051250431121,49.712901187826546,50.010082432819814,59.45925649863565,50.299349156897065,51.31950851552554,10331,1128.0
0.505094541163909,0.5523101301820504,0.6542553077759017,0.6141353928504085,0.33226276389272297,0.549473341134172,0.5380248495775701,0.47999495689920013,0.6154700365667791,0.295913793517037,0.1330550662037705,0.3769085951025687,0.41621517745205494,0.5566108544390914,0.7601653545632898,0.2005644571563945,0.2895984917056371,1.0,0.6566436991498792,0.5611911764791174,0.28543496330286733,0.41940754049902546,0.6534913014841826,0.19188913384248488,0.5018060648489595,0.7157118268010282,0.2913475922985619,0.4290208854523843,0.37014467781049687,0.24936144714974923,0.08940895468819833,0.6955406975295214,0.41335034256086967,0.6892728653625938,0.5078643037821944,0.23416505511565858,0.2768283530907745,0.48291383888107897,0.421717655294519,0.24073796033999376,0.4927578037137248,0.20624387201696925,0.6731273033123573,0.47926042822829384,0.4370140155694536,39.54765499505123,80.61887215038291,41.72482504919491,35.65075968359903,62.22647996707482,51.2208331756367,40.117947799017415,48.311465729426644,58.491658609046866,40.135206415628986,59.609315273316454,48.572331303653385,43.64257723129195,27.735401786731686,36.36626720222952,26.504690031720752,31.080862552807517,63.7582766200521,50.019401077578394,48.95849929918761,9644,2118.0
0.5088165068502836,0.5912974021595647,0.36085198983304767,0.6140292761704301,0.31729803100447884,0.5185403622806698,0.6681626971025905,0.25938475291456614,0.5409901857602701,0.2998469108675997,0.2055278709488571,1.0,0.6406627882058125,0.24647415428303737,0.7307231587578789,0.3863879501817215,0.294671995266929,0.6960247694096932,0.5065806209787779,0.7282643473918334,0.4164674467567624,0.7177357784352624,0.5870172104507786,0.5361089818425394,0.43717121202003034,0.5447658115186367,0.30090089523493313,0.49101809960440596,0.16432267239870813,0.44931206379547084,0.14199135980453276,0.18838466036548016,0.3957802072107814,0.9356148540335506,0.7916247298116753,0.4713563796609809,0.8343800957616304,0.3090976992774603,0.47745380978515006,0.24427754977021682,0.4312888687414503,0.2967779378042848,0.7011720247230127,0.3432339602413944,0.49756929156010016,27.77803335912905,64.04352282282409,81.81373032054059,39.378434286393265,59.52890542407519,25.10108210199094,49.807510019921736,53.04674824215176,86.30148706570772,68.53639491610221,58.601596103992634,56.05168393120588,58.205781813765505,51.47240245707791,79.3286295584755,77.25528872980577,28.41459467928932,58.841100962895695,83.90670180958266,65.51360984188375,8939,2143.0
0.5771739874436678,0.6645662538672095,0.4814132398461107,0.5727094429609102,0.23395532447012543,0.702602642305456,0.3060328381017064,0.46647966643768823,0.5146358031930485,0.22731598996957983,0.15860279813877523,0.9459144789950822,0.3776965897030834,0.2425382644882434,0.5933557751940051,0.499665339068323,0.3169500825257221,0.6802975236100183,0.6637256428760863,0.670082227913481,0.4262849984925862,0.35867798862413586,0.6430783431360929,0.43564454982984147,0.3496325596181276,0.6341708892622459,0.2783073185705472,0.31867320600742166,0.44094389739958395,0.16661176631630192,0.4243143534901329,0.39267321093184504,0.3509862977541815,0.6121787127909923,0.7901604731524482,0.35056762720858436,1.0,0.44763222775514344,0.48316182193145235,0.3355311894394689,0.20729130851614194,0.3026649908465712,0.7531290396872141,0.32387283759533114,0.4180267733989926,28.23979406792909,61.963807774370736,38.91173818903182,61.571156094595,62.86987078486538,31.225726549078345,49.639010140952024,74.94355963591548,80.4513467904576,50.77626023665972,32.18375794627768,60.81169088901722,34.26234760638244,100.0,96.8943394341091,57.921437451341944,18.691681167261898,77.24398397608051,100.0,56.42602037571914,8234,4143.0
0.531439266968494,0.6284585353384239,0.3288900693848488,0.5176875169083585,0.25549104375973947,0.6914215748973956,0.641148254319935,0.28307639875708107,0.4864314107566451,0.24822310758459606,0.31065950957597416,0.46136216713743183,0.3607029388534888,0.3977633303623126,0.6770440464146208,0.545098073795117,0.5012157586577298,0.8124040804058571,0.6841436401664017,0.1726191726246833,0.40416620116055535,0.8513809256136936,0.6236549513887857,0.42442739191596324,0.353847699178536,0.6929937846431854,0.243873249010327,0.3531476322380364,0.46469080716345773,0.37805998417908904,0.25321057722518525,0.2765181265215364,0.23249099095353662,0.5126347877380111,1.0,0.39213625097931426,0.6814311169822006,0.3108040369154504,0.36300871425669556,0.2755286438120572,0.4069971025276015,0.33587712472418063,0.5717445127472031,0.1897755952656825,0.48284851306633936,34.92941800941922,48.550643587440426,50.17091108673509,49.76600400059451,74.43444030963678,54.515455149414024,59.00381984885228,50.903448798362426,49.867128857623015,39.6681369066505,57.57822093081605,34.637613717820805,26.630744715037494,55.13653773552139,55.76895930351258,9.093626420763682,20.357079192594803,43.58020110971515,52.0749681373379,50.925744914740335,8234,4143.0
0.7391854657622238,0.5782606221220297,0.448479472807414,0.7527812946391814,0.13717151360304258,0.5501533875825805,0.36760565091728953,0.4747069241783787,0.6047063982580567,0.21260925446190285,0.13127723335286764,0.9681149431231438,0.48844808340853096,0.17662943231402045,0.6308399080871012,0.37095476541357475,0.15724163124280915,0.7362754927782645,0.6087090527068809,0.6070372892720509,0.4644430408718929,0.5033118322283113,0.6659719667772345,0.38291040779303087,0.7848969428744188,0.719363353181057,0.46609918747221746,0.3523383184304479,0.4420749672636415,0.2633695378927189,0.1935864015038915,0.319519310145403,0.39384270023780227,0.7841911818316752,0.5171115781416918,0.4537768949244727,0.71545843240828,0.31352186966709283,0.33077713515661045,0.4406284859217366,0.30401775874741754,0.15478011142089104,0.6837518185666887,0.09664400291136072,0.30068330455479203,67.59475530587912,67.08686821683666,32.730494302439524,55.59934707637885,70.53886506192036,20.37779408827538,55.40525535056451,76.41727949845213,70.57358227655774,39.734360496353275,18.76350314501695,49.92137813461122,33.469543620202096,35.13785583186186,91.14452413134818,97.93880716542348,64.40645836316321,96.93109373957813,96.70294733366978,36.95534783255783,8234,4143.0
0.47788654620641663,0.5328592374824337,0.08717858007252766,0.31347899561377074,0.3181786386301665,0.5324094453895413,0.4121163816921284,0.4465469880990065,0.3621860285313865,0.25697986516879806,0.13511824270160266,0.40217236405205253,0.660086955999524,0.7833539824176251,0.30449955473855755,0.2820699602902036,0.33338205573809715,0.4873877853404425,0.3636327672575146,0.2757771812340882,0.223897423486172,0.2921099768656398,0.34258749791309606,0.08716112594357875,0.2827647525029879,0.6592454195188412,0.2739510715262643,0.3302072568679988,0.28978232592294595,0.13800460240631893,0.15525645254068432,0.20946297446097295,0.2606580921440482,0.022839582152346896,0.6944506818574213,0.11266922068134766,0.3785275513822207,0.5659156553350894,0.3166986291825566,0.1558106976644491,0.45731659464171254,0.18280554637631352,0.3652021313027058,0.7798758068538887,0.36426168138336434,19.241248461993955,50.30723182952393,16.707736032397477,36.1353810156024,53.26257163966869,50.10515672220005,34.89307090694673,28.209388266666657,25.747214272968343,37.41541524769027,62.30347912795497,35.918523704759735,30.604070050843326,85.6590406805721,46.51461676773612,53.32322607857553,39.88661409906847,52.04275819471773,23.74059755848034,39.80406927821683,8216,5128.0
